Date,Open,High,Low,Close,Adj Close,Volume
2012-10-17,372.347351,378.548553,370.500488,378.123108,378.123108,4581200
2012-10-18,378.148163,380.090088,338.338348,347.847839,347.847839,24859900
2012-10-19,353.143158,353.703705,336.336334,341.236237,341.236237,22941400
2012-10-22,340.845856,342.657654,335.185181,339.674683,339.674683,8103000
2012-10-23,336.341339,344.009003,336.336334,340.515503,340.515503,5827300
2012-10-24,343.743744,343.843842,337.972961,338.988983,338.988983,4988000
2012-10-25,340.340332,341.341339,337.092102,339.219208,339.219208,4797300
2012-10-26,338.588593,341.856842,335.935944,337.912903,337.912903,3897600
2012-10-31,340.270264,340.840851,337.837830,340.490479,340.490479,3070900
2012-11-01,340.090088,345.795807,339.699707,344.139130,344.139130,4096000
2012-11-02,347.742737,348.123108,344.029022,344.304291,344.304291,4644100
2012-11-05,342.592590,343.773773,338.118103,341.821808,341.821808,3268500
2012-11-06,343.083069,343.593597,339.114105,341.201202,341.201202,3162400
2012-11-07,337.837830,339.454468,333.578583,333.893890,333.893890,4460100
2012-11-08,335.435425,336.081085,325.940948,326.471466,326.471466,5188800
2012-11-09,327.652649,334.504517,325.475464,331.846832,331.846832,6221900
2012-11-12,332.207214,335.235229,330.765778,333.283295,333.283295,2808900
2012-11-13,331.831818,334.134125,329.444458,329.854858,329.854858,3185200
2012-11-14,330.660675,331.421417,325.575562,326.601593,326.601593,3333400
2012-11-15,325.325317,330.330322,322.272278,323.953949,323.953949,3694100
2012-11-16,323.318329,326.836823,318.318329,323.913910,323.913910,6869500
2012-11-19,328.178192,334.794800,328.093079,334.439453,334.439453,4731600
2012-11-20,335.090088,339.339325,332.617615,335.320313,335.320313,4173200
2012-11-21,334.829834,335.235229,330.530518,333.268280,333.268280,4220100
2012-11-23,335.320313,335.335327,333.383392,334.319305,334.319305,1843100
2012-11-26,333.553558,333.833832,329.839844,330.905914,330.905914,4404700
2012-11-27,330.415405,337.837830,329.329315,335.690704,335.690704,5012300
2012-11-28,334.339325,342.797791,332.277283,342.177185,342.177185,6077900
2012-11-29,344.234222,347.297302,341.341339,346.291290,346.291290,5547400
2012-11-30,346.001007,349.959961,343.188202,349.534546,349.534546,6320800
2012-12-03,351.471466,353.298309,347.402405,347.972961,347.972961,4380600
2012-12-04,347.847839,348.103088,343.193207,345.860870,345.860870,3979400
2012-12-05,346.421417,347.597595,341.506500,344.254242,344.254242,3721000
2012-12-06,344.139130,348.153168,342.597595,345.910919,345.910919,2921600
2012-12-07,347.847839,348.788788,341.551544,342.447449,342.447449,3834700
2012-12-10,343.038025,346.171173,342.237244,343.053040,343.053040,2730600
2012-12-11,345.345337,351.311310,344.204193,348.788788,348.788788,5369800
2012-12-12,349.964966,352.107117,347.087097,349.129120,349.129120,4847100
2012-12-13,358.318329,358.593597,350.125122,351.701691,351.701691,6882900
2012-12-14,349.934937,354.264252,349.564575,351.331329,351.331329,4255900
2012-12-17,353.103088,361.321320,352.362366,360.750763,360.750763,6064700
2012-12-18,358.658661,364.914917,357.882874,360.895905,360.895905,6003700
2012-12-19,360.715729,361.861847,358.698700,360.415405,360.415405,3833300
2012-12-20,361.992004,362.687683,358.843842,361.541534,361.541534,3310600
2012-12-21,357.342346,359.769775,355.615601,358.173187,358.173187,7044900
2012-12-24,357.612610,357.947937,354.089081,355.105103,355.105103,1680100
2012-12-26,354.389404,356.796783,351.556549,354.789795,354.789795,2362400
2012-12-27,353.923920,354.774780,349.654663,353.498505,353.498505,3291500
2012-12-28,351.196198,353.808807,350.355347,350.355347,350.355347,2801100
2012-12-31,350.350342,355.640656,348.348358,354.044037,354.044037,3990800
2013-01-02,360.070068,363.863861,358.633636,361.987000,361.987000,5077500
2013-01-03,362.827820,366.331329,360.720734,362.197205,362.197205,4631700
2013-01-04,365.035034,371.106110,364.204193,369.354340,369.354340,5521400
2013-01-07,368.093079,370.060059,365.655670,367.742737,367.742737,3308000
2013-01-08,368.138153,368.518524,362.577576,367.017029,367.017029,3348800
2013-01-09,366.501495,369.544556,364.664673,369.429443,369.429443,4045300
2013-01-10,371.786774,372.872864,367.117126,371.111115,371.111115,3667700
2013-01-11,371.371368,371.586578,368.518524,370.365356,370.365356,2567800
2013-01-14,368.868866,371.471466,361.536530,361.987000,361.987000,5722000
2013-01-15,360.025024,367.867859,356.406403,362.827820,362.827820,7847500
2013-01-16,361.561554,362.532532,357.192200,357.952942,357.952942,4042700
2013-01-17,359.214203,360.180176,355.865875,356.016022,356.016022,4418500
2013-01-18,355.535522,356.741730,351.016022,352.607605,352.607605,6447100
2013-01-22,352.682678,353.023010,348.108093,351.786774,351.786774,7577200
2013-01-23,368.363373,374.874878,368.263275,371.121124,371.121124,11806300
2013-01-24,370.990997,378.793793,370.625641,377.482483,377.482483,6758600
2013-01-25,375.760773,379.619629,375.500488,377.212219,377.212219,4447300
2013-01-28,376.256256,378.178192,374.319305,375.740753,375.740753,3250900
2013-01-29,373.748749,378.853851,373.643646,377.217224,377.217224,3490700
2013-01-30,377.247253,380.855865,376.831818,377.292297,377.292297,3462500
2013-01-31,375.630646,379.189178,375.500488,378.223236,378.223236,3265100
2013-02-01,379.479492,388.688690,379.429443,388.188202,388.188202,7484700
2013-02-04,384.229218,385.620605,379.514526,379.889893,379.889893,6074900
2013-02-05,380.945953,385.940948,380.115112,383.253265,383.253265,3737600
2013-02-06,379.914917,386.866852,379.629639,385.470459,385.470459,4152000
2013-02-07,385.235229,389.794800,383.133148,387.362366,387.362366,5674700
2013-02-08,390.455444,393.728729,390.170166,393.078064,393.078064,6034100
2013-02-11,389.589600,391.891907,387.262268,391.601593,391.601593,4331200
2013-02-12,391.266266,394.344330,390.075073,390.740753,390.740753,3714200
2013-02-13,390.455444,393.068054,390.375366,391.821808,391.821808,2394000
2013-02-14,390.255249,394.764771,389.274261,394.304291,394.304291,3467100
2013-02-15,394.094086,397.027039,393.928925,396.841827,396.841827,5454100
2013-02-19,398.393402,403.903900,398.038025,403.828827,403.828827,5857700
2013-02-20,403.053040,404.889893,396.291290,396.626617,396.626617,5522800
2013-02-21,399.399414,403.128143,396.006012,398.163177,398.163177,7005700
2013-02-22,400.030029,401.026031,397.297302,400.255249,400.255249,4103600
2013-02-25,401.551544,404.609619,395.640656,395.780792,395.780792,4603100
2013-02-26,397.897888,398.373383,392.592590,395.460449,395.460449,4400500
2013-02-27,397.797791,402.777771,395.950958,400.290283,400.290283,4048100
2013-02-28,400.950958,403.898895,400.915924,401.001007,401.001007,4527000
2013-03-01,399.299286,403.973969,398.473480,403.498505,403.498505,4346400
2013-03-04,403.053040,411.831818,402.902893,411.161163,411.161163,5545600
2013-03-05,414.879883,420.495483,414.864868,419.719727,419.719727,8080100
2013-03-06,420.935944,422.422424,414.819824,416.106110,416.106110,5740200
2013-03-07,417.447449,418.728729,415.205200,416.716705,416.716705,4101200
2013-03-08,417.667664,417.877869,412.937927,416.176178,416.176178,5817900
2013-03-11,416.261261,420.270264,416.166168,417.827820,417.827820,3186200
2013-03-12,415.770782,416.361359,412.247253,414.219208,414.219208,4012500
2013-03-13,414.364349,415.760773,411.566559,413.068054,413.068054,3279300
2013-03-14,413.908905,413.908905,409.104095,411.181183,411.181183,3299000
2013-03-15,409.659668,410.560547,407.077087,407.557556,407.557556,6193200
2013-03-18,402.902893,406.786774,401.136139,404.299286,404.299286,3672900
2013-03-19,406.026031,410.035034,403.628632,406.066071,406.066071,4192200
2013-03-20,408.823822,409.164154,406.126129,407.762756,407.762756,2924600
2013-03-21,406.051056,408.868866,405.330322,406.036041,406.036041,2952200
2013-03-22,407.777771,408.028015,405.225220,405.560547,405.560547,2973400
2013-03-25,406.611603,410.025024,403.813812,405.225220,405.225220,3420500
2013-03-26,407.157166,407.407410,404.299286,406.616608,406.616608,2381400
2013-03-27,403.743744,403.903900,401.066071,401.731720,401.731720,4322000
2013-03-28,402.397400,403.088074,397.047058,397.492493,397.492493,4571000
2013-04-01,397.902893,401.526520,397.022034,400.996002,400.996002,3610900
2013-04-02,402.672668,407.822815,402.402405,406.926941,406.926941,4078900
2013-04-03,407.137146,407.507507,400.735748,403.503510,403.503510,3473500
2013-04-04,402.527527,403.278290,396.046051,397.932922,397.932922,4890300
2013-04-05,393.423431,393.888885,388.588593,391.916931,391.916931,6860900
2013-04-08,389.764771,390.165161,384.584595,387.812805,387.812805,5658500
2013-04-09,388.138153,392.267273,386.941956,389.214203,389.214203,4310200
2013-04-10,391.851837,396.571564,388.388397,395.485474,395.485474,3953200
2013-04-11,396.836823,396.946960,392.422424,395.590576,395.590576,4053300
2013-04-12,396.391388,396.446442,391.856842,395.420410,395.420410,3270100
2013-04-15,393.368378,398.898895,388.898895,391.356354,391.356354,4901200
2013-04-16,393.688690,398.398407,392.352356,397.082092,397.082092,3480500
2013-04-17,393.768768,395.815826,389.439453,391.671661,391.671661,4069900
2013-04-18,393.068054,393.293304,381.011017,383.338348,383.338348,6638300
2013-04-19,384.964966,402.122131,383.513519,400.335327,400.335327,11594700
2013-04-22,400.700714,402.382385,387.887878,400.455444,400.455444,5761000
2013-04-23,400.900909,408.158173,400.580566,404.354340,404.354340,4580000
2013-04-24,404.459473,409.409424,404.404419,407.132141,407.132141,3654500
2013-04-25,408.533539,408.643646,404.219208,404.954956,404.954956,3980400
2013-04-26,404.204193,404.274261,398.688690,401.111115,401.111115,4970400
2013-04-29,402.027039,411.761749,401.901917,409.939941,409.939941,4596900
2013-04-30,409.909912,414.234222,409.249237,412.697693,412.697693,4608700
2013-05-01,412.042053,412.772766,408.588593,410.625641,410.625641,2907000
2013-05-02,410.460449,417.692688,409.934937,415.220215,415.220215,4032500
2013-05-03,418.898895,423.823822,418.418427,423.283295,423.283295,5020100
2013-05-06,424.554565,431.356354,424.554565,431.206207,431.206207,4278300
2013-05-07,431.936951,432.367371,425.760773,429.044037,429.044037,3914000
2013-05-08,428.928925,437.377380,426.881897,437.252258,437.252258,4931600
2013-05-09,435.855865,440.270264,434.549561,436.176178,436.176178,4396700
2013-05-10,438.093079,440.710724,436.516510,440.555542,440.555542,3791600
2013-05-13,439.884888,441.676666,437.127136,439.204193,439.204193,2894100
2013-05-14,439.189178,444.789795,439.009003,443.993988,443.993988,3155400
2013-05-15,448.198212,458.648651,447.457458,458.403412,458.403412,7963800
2013-05-16,459.959961,460.450439,451.456451,452.387390,452.387390,6412700
2013-05-17,455.465454,457.202209,450.710724,455.045044,455.045044,5578400
2013-05-20,452.952942,460.760773,452.952942,454.719727,454.719727,4540800
2013-05-21,454.464478,456.286285,449.254242,453.938934,453.938934,3962000
2013-05-22,451.731720,455.110107,443.883881,445.155151,445.155151,5116000
2013-05-23,438.938934,445.425415,437.437439,441.836823,441.836823,4545600
2013-05-24,438.068054,439.849854,435.940948,437.097107,437.097107,4589000
2013-05-28,442.192200,446.516510,440.640656,441.076080,441.076080,4510400
2013-05-29,438.293304,439.434448,432.577576,434.589600,434.589600,4022700
2013-05-30,435.395386,439.889893,433.638641,435.815826,435.815826,4237100
2013-05-31,434.494507,438.938934,434.194183,436.046051,436.046051,3934800
2013-06-03,436.936951,437.422424,427.937927,434.249237,434.249237,4946400
2013-06-04,434.359344,435.730743,427.462463,429.979980,429.979980,3733400
2013-06-05,431.686676,435.160156,428.993988,430.280273,430.280273,4209300
2013-06-06,432.582581,433.598602,424.034027,432.752747,432.752747,5153000
2013-06-07,435.645660,440.440430,433.093079,440.305298,440.305298,5343800
2013-06-10,441.491486,445.945953,440.485474,445.555542,445.555542,4670900
2013-06-11,442.427429,443.943939,440.200195,440.345337,440.345337,3511600
2013-06-12,443.173187,443.443451,435.260254,436.426422,436.426422,4405100
2013-06-13,434.924927,440.270264,433.183197,438.938934,438.938934,4135600
2013-06-14,440.490479,442.792786,437.502502,437.957947,437.957947,4485500
2013-06-17,440.055054,445.160156,439.579590,443.568573,443.568573,4288300
2013-06-18,444.769775,450.950958,444.619629,450.760773,450.760773,4329400
2013-06-19,451.136139,455.875885,449.199188,450.790802,450.790802,5825900
2013-06-20,447.442444,450.950958,442.097107,442.812805,442.812805,6737200
2013-06-21,444.614624,445.385376,436.971985,440.905914,440.905914,7956600
2013-06-24,436.376373,438.598602,432.057068,435.330322,435.330322,6027700
2013-06-25,439.069061,440.280273,432.687683,433.533539,433.533539,5101200
2013-06-26,437.312317,439.439453,435.720734,437.262268,437.262268,3659100
2013-06-27,439.839844,442.787781,438.763763,438.973969,438.973969,3849100
2013-06-28,437.887878,441.361359,437.532532,440.625641,440.625641,4693900
2013-07-01,443.668671,446.486481,442.942932,444.384399,444.384399,3446100
2013-07-02,445.545532,445.945953,439.074066,441.596588,441.596588,3779200
2013-07-03,440.390381,445.030029,439.689697,443.658661,443.658661,2091900
2013-07-05,445.450439,448.153168,444.114105,447.192200,447.192200,3400300
2013-07-08,450.055054,453.588593,448.988983,452.997986,452.997986,3935000
2013-07-09,455.955963,456.931946,449.439453,453.073059,453.073059,3954800
2013-07-10,452.177185,456.026031,450.640656,453.448456,453.448456,3413300
2013-07-11,456.956970,460.865875,454.714722,460.580566,460.580566,5163200
2013-07-12,460.460449,461.961975,458.078064,461.961975,461.961975,5131200
2013-07-15,462.612610,464.464478,458.638641,462.807800,462.807800,3917000
2013-07-16,464.029022,464.449463,457.407410,460.265259,460.265259,3962000
2013-07-17,460.960968,463.893890,458.608612,459.734741,459.734741,3009100
2013-07-18,459.954956,460.460449,452.047058,455.795807,455.795807,7261700
